robot_count,mean_len,total_len,operation_time,total_time
,,,,
1.0,8.17,8.17,42.0,42.0
2.0,7.67,15.35,42.0,81.1
3.0,7.84,23.51,42.72,125.98
4.0,7.78,31.13,43.31,163.73
5.0,8.32,41.61,46.55,217.69
6.0,7.86,47.16,47.85,272.35
7.0,7.27,50.88,51.0,285.69
8.0,7.07,56.57,48.95,303.61
9.0,7.43,66.83,57.61,365.27
10.0,7.32,73.16,55.98,397.66
11.0,7.58,83.36,58.93,461.03
12.0,7.81,93.75,61.94,547.5
13.0,7.61,98.91,60.35,549.76
14.0,7.55,105.69,65.16,594.77
15.0,7.93,119.02,70.13,708.29
